ISBN 13,Title of the Book,Author/s,Book type,Original Price (RRP)($),Discounted price($),ISBN-10,Published Date,Publisher,No. of Pages
9780141941998,book not found,,,,,,,,
9780307382092,book not found,,,,,,,,
9780993324789,book not found,,,,,,,,
9781405909846,book not found,,,,,,,,
9780307483775,Devil's Guard,George R. Elford,ePUB,14.66,11.9918%OFF,307483770,18th December 2008,Random House Publishing Group,
9780307267450,book not found,,,,,,,,
9781137450630,book not found,,,,,,,,
9781405917100,book not found,,,,,,,,
9780141040950,book not found,,,,,,,,
9781370687138,book not found,,,,,,,,
9780141927411,book not found,,,,,,,,
9781409007012,book not found,,,,,,,,
9781405909877,book not found,,,,,,,,
9780141902715,book not found,,,,,,,,
9780750957595,book not found,,,,,,,,
9780297857945,book not found,,,,,,,,
9780141912561,book not found,,,,,,,,
9781405937115,book not found,,,,,,,,
9781405934664,book not found,,,,,,,,
9780761178682,book not found,,,,,,,,
9781407016054,book not found,,,,,,,,
9780230761353,book not found,,,,,,,,
9780571332823,book not found,,,,,,,,
9781405918909,book not found,,,,,,,,
9780141970615,book not found,,,,,,,,
9780761164029,book not found,,,,,,,,
9780307463654,book not found,,,,,,,,
9780141347707,book not found,,,,,,,,
9780547504186,book not found,,,,,,,,
9780748122967,book not found,,,,,,,,
9780755374014,Did You Miss Me?,Karen Rose,ePUB,11.99,,755374010,8th November 2012,Headline,469
9780486111612,book not found,,,,,,,,
9780857207609,book not found,,,,,,,,
9780241003114,book not found,,,,,,,,
9780375980985,book not found,,,,,,,,
9780575088160,Best Served Cold,Joe Abercrombie,ePUB,12.99,,575088168,1st June 2009,Orion,560
9780330477444,book not found,,,,,,,,
9780141980867,book not found,,,,,,,,
9780141969985,Crossed,Ally Condie,ePUB,12.99,,141969989,24th November 2011,Penguin Random House Children's UK,384
9781101903094,book not found,,,,,,,,
9780297863854,book not found,,,,,,,,
9780008168186,book not found,,,,,,,,
9780241309117,book not found,,,,,,,,
9780345513113,book not found,,,,,,,,
9780330466295,book not found,,,,,,,,
9781306064279,book not found,,,,,,,,
9780241959602,book not found,,,,,,,,
9780330514552,book not found,,,,,,,,
9780748109999,book not found,,,,,,,,
9781405937146,book not found,,,,,,,,
9780751565713,book not found,,,,,,,,
9780307272300,book not found,,,,,,,,
9780748112524,book not found,,,,,,,,
9780755372263,book not found,,,,,,,,
9781844082414,book not found,,,,,,,,
9780679720201,book not found,,,,,,,,
9781405930833,book not found,,,,,,,,
9781405910286,book not found,,,,,,,,
9780753545386,Hacking Growth,Morgan Brown,ePUB,19.99,,753545381,27th April 2017,Ebury Publishing,320
9780141912752,book not found,,,,,,,,
9780307559517,book not found,,,,,,,,
9780307962287,book not found,,,,,,,,
9780748109449,book not found,,,,,,,,
9780330508346,book not found,,,,,,,,
9780670923533,book not found,,,,,,,,
9780141394145,book not found,,,,,,,,
9780141964010,book not found,,,,,,,,
9780446551076,book not found,,,,,,,,
9781408851746,book not found,,,,,,,,
9780755147571,book not found,,,,,,,,
9780748117093,Port Mortuary,Patricia Cornwell,ePUB,11.99,,748117091,28th October 2010,"Little, Brown Book Group",512
9780718197445,book not found,,,,,,,,
9780241189467,book not found,,,,,,,,
9780463676769,book not found,,,,,,,,
9780755371402,book not found,,,,,,,,
9780748108527,book not found,,,,,,,,
9780765325945,book not found,,,,,,,,
9780571338658,book not found,,,,,,,,
9781405515092,book not found,,,,,,,,
9780748115341,book not found,,,,,,,,
9780307958839,book not found,,,,,,,,
9781407035086,book not found,,,,,,,,
9781101575918,Tending Roses,Lisa Wingate,ePUB,14.66,11.9918%OFF,1101575913,4th February 2003,Penguin Publishing Group,336
9780241960196,book not found,,,,,,,,
9780743483292,book not found,,,,,,,,
9780544866676,book not found,,,,,,,,
9780006174547,book not found,,,,,,,,
9780316724210,book not found,,,,,,,,
9781473526938,book not found,,,,,,,,
9780748125821,book not found,,,,,,,,
9781370752324,book not found,,,,,,,,
9781405910248,book not found,,,,,,,,
9780755350698,book not found,,,,,,,,
9780755350704,book not found,,,,,,,,
9781299598195,Burma Victory,David Rooney,E-Book,14.66,,1299598196,1st January 2013,Osprey Publishing (UK),
9780753551370,book not found,,,,,,,,
9780241145531,book not found,,,,,,,,
9781250207814,book not found,,,,,,,,
9781407034379,book not found,,,,,,,,
9780141930237,book not found,,,,,,,,
9780830845507,book not found,,,,,,,,
9780141911748,book not found,,,,,,,,
9781370928460,book not found,,,,,,,,
9781405937733,book not found,,,,,,,,
9780316389716,book not found,,,,,,,,
9780748110063,book not found,,,,,,,,
9781105795985,book not found,,,,,,,,
9780141347820,book not found,,,,,,,,
9780141965932,book not found,,,,,,,,
9780718193348,book not found,,,,,,,,
9780230758100,book not found,,,,,,,,
9780976420088,book not found,,,,,,,,
9780141913889,book not found,,,,,,,,
9781407059488,book not found,,,,,,,,
9781405525978,book not found,,,,,,,,
9780241351581,book not found,,,,,,,,
9780571331970,book not found,,,,,,,,
9780307962546,book not found,,,,,,,,
9780241257975,Reality Is Not What It Seems,Carlo Rovelli,ePUB,15.99,,241257972,6th October 2016,Penguin Books Ltd,256
9780755375561,book not found,,,,,,,,
9780141916033,book not found,,,,,,,,
9780748115389,book not found,,,,,,,,
9780141929842,book not found,,,,,,,,
9780307279729,book not found,,,,,,,,
9781407087832,book not found,,,,,,,,
9780544052000,book not found,,,,,,,,
9781310461231,book not found,,,,,,,,
9780679604075,book not found,,,,,,,,
9781405928335,book not found,,,,,,,,
9780470666111,book not found,,,,,,,,
9780755387076,book not found,,,,,,,,
9780748124916,Fated,Benedict Jacka,ePUB,11.99,,748124918,1st March 2012,"Little, Brown Book Group",304
9780141979106,book not found,,,,,,,,
9780463456910,book not found,,,,,,,,
9780857896346,book not found,,,,,,,,
9781407034393,book not found,,,,,,,,
9780547905860,book not found,,,,,,,,
9780141919263,book not found,,,,,,,,
9780698185364,book not found,,,,,,,,
9780547543154,book not found,,,,,,,,
9780007369409,book not found,,,,,,,,
9780544029569,book not found,,,,,,,,
9780241959510,book not found,,,,,,,,
9780702069918,book not found,,,,,,,,
9780345454300,book not found,,,,,,,,
9780988443112,book not found,,,,,,,,
9780241243626,book not found,,,,,,,,
9780241317952,book not found,,,,,,,,
9780748109593,book not found,,,,,,,,
9780141932071,book not found,,,,,,,,
9780393066395,book not found,,,,,,,,
9780340911709,book not found,,,,,,,,
9780748126743,book not found,,,,,,,,
9781407034508,book not found,,,,,,,,
9780575086227,book not found,,,,,,,,
9780062368232,book not found,,,,,,,,
9780141355177,book not found,,,,,,,,
9780230738126,book not found,,,,,,,,
9780141916224,book not found,,,,,,,,
9780755396528,The Other Daughter,Lisa Gardner,ePUB,11.99,,755396529,5th July 2012,Headline,328
9781401306113,book not found,,,,,,,,
9780547761404,book not found,,,,,,,,
9780393634563,book not found,,,,,,,,
9780755389940,book not found,,,,,,,,
9780463567456,book not found,,,,,,,,
9780241966167,book not found,,,,,,,,
9780586066232,book not found,,,,,,,,
9780748117215,book not found,,,,,,,,
9780141986203,book not found,,,,,,,,
9781405517829,book not found,,,,,,,,
9780241248805,book not found,,,,,,,,
9780241413210,book not found,,,,,,,,
9780307788641,book not found,,,,,,,,
9780061213731,book not found,,,,,,,,
9780141919959,book not found,,,,,,,,
9780307537928,book not found,,,,,,,,
9781405521284,book not found,,,,,,,,
9780241981344,book not found,,,,,,,,
9780230765061,book not found,,,,,,,,
9780785171393,book not found,,,,,,,,
9780060739805,book not found,,,,,,,,
9781401928926,book not found,,,,,,,,
9780768487817,book not found,,,,,,,,
9781405528528,book not found,,,,,,,,
9780062242273,book not found,,,,,,,,
9780141927237,Artemis Fowl and the Opal Deception,Eoin Colfer,ePUB,12.99,,141927232,6th April 2006,Penguin Random House Children's UK,384
9781405926416,book not found,,,,,,,,
9781407013350,book not found,,,,,,,,
9780307952219,book not found,,,,,,,,
9780748114696,book not found,,,,,,,,
9780571342624,book not found,,,,,,,,
9780297864073,book not found,,,,,,,,
9781101984826,book not found,,,,,,,,
9780330513081,book not found,,,,,,,,
9780547526843,book not found,,,,,,,,
9780871409508,book not found,,,,,,,,
9780141975962,book not found,,,,,,,,
9780241345719,book not found,,,,,,,,
9780670922888,book not found,,,,,,,,
9780141919140,book not found,,,,,,,,
9780765377104,book not found,,,,,,,,
9781291841527,book not found,,,,,,,,
9780141964041,book not found,,,,,,,,
9781311206527,book not found,,,,,,,,
9780241965214,book not found,,,,,,,,
9780241963333,book not found,,,,,,,,
9780755350766,book not found,,,,,,,,
9780141911137,book not found,,,,,,,,
9780330525442,book not found,,,,,,,,
9780575097759,book not found,,,,,,,,
9780755372225,book not found,,,,,,,,
9780755358939,book not found,,,,,,,,
9780748115563,book not found,,,,,,,,
9780199754878,book not found,,,,,,,,
9780544866966,book not found,,,,,,,,
9780761158288,book not found,,,,,,,,
9780141927558,book not found,,,,,,,,
9780241986899,book not found,,,,,,,,
9780141903163,book not found,,,,,,,,
9781101559901,book not found,,,,,,,,
9780316408769,book not found,,,,,,,,
9780285641266,book not found,,,,,,,,
9780748115372,book not found,,,,,,,,
9780141960401,book not found,,,,,,,,
9780241966150,book not found,,,,,,,,
9781405925648,book not found,,,,,,,,
9780141925288,book not found,,,,,,,,
9780199705566,book not found,,,,,,,,
9780748130771,book not found,,,,,,,,
9780141937458,book not found,,,,,,,,
9780316341707,book not found,,,,,,,,
9781407037783,book not found,,,,,,,,
9780330472944,book not found,,,,,,,,
9780765388889,book not found,,,,,,,,
9781101475782,book not found,,,,,,,,
9780060583262,book not found,,,,,,,,
9781101903919,book not found,,,,,,,,
9780755350834,book not found,,,,,,,,
9781281371928,book not found,,,,,,,,
9780241238844,book not found,,,,,,,,
9780241968574,book not found,,,,,,,,
9780241322369,book not found,,,,,,,,
9780230771475,book not found,,,,,,,,
9780547529875,book not found,,,,,,,,
9781101082218,book not found,,,,,,,,
9780857204301,The Lady of the Rivers,Philippa Gregory,ePUB,4.99,,857204300,15th September 2011,Simon & Schuster UK,512
9780061974267,book not found,,,,,,,,
9781306064026,book not found,,,,,,,,
9780307538376,book not found,,,,,,,,
9780141969053,book not found,,,,,,,,
9780141959368,book not found,,,,,,,,
9780748109388,book not found,,,,,,,,
9780241359181,book not found,,,,,,,,
9780241956915,book not found,,,,,,,,
9781405527590,book not found,,,,,,,,
9781101079089,book not found,,,,,,,,
9780755355983,book not found,,,,,,,,
9780753550281,book not found,,,,,,,,
9781306017466,book not found,,,,,,,,
9780241957936,book not found,,,,,,,,
9780755350759,book not found,,,,,,,,
9781409010661,book not found,,,,,,,,
9780698178519,book not found,,,,,,,,
9780786954056,book not found,,,,,,,,
9780575090989,book not found,,,,,,,,
9780007289264,book not found,,,,,,,,
9781101136249,book not found,,,,,,,,
9780393248821,book not found,,,,,,,,
9781299091436,book not found,,,,,,,,
9781408818909,book not found,,,,,,,,
9780241385838,book not found,,,,,,,,
9780358168508,book not found,,,,,,,,
9780571277032,book not found,,,,,,,,
9781405932493,book not found,,,,,,,,
9781405922265,book not found,,,,,,,,
9781400078998,book not found,,,,,,,,
9780061759734,book not found,,,,,,,,
9780141960951,book not found,,,,,,,,
9780755387083,book not found,,,,,,,,
9780748112616,book not found,,,,,,,,
9780141909813,book not found,,,,,,,,
9780141900957,book not found,,,,,,,,
9780755387281,book not found,,,,,,,,
9780765384461,book not found,,,,,,,,
9780544464032,book not found,,,,,,,,
9781310011504,book not found,,,,,,,,
9780755350469,book not found,,,,,,,,
9780547346656,book not found,,,,,,,,
9780241965290,book not found,,,,,,,,
9781250147905,book not found,,,,,,,,
9780553897050,book not found,,,,,,,,
9780995774421,book not found,,,,,,,,
9780307796462,book not found,,,,,,,,
9780141968728,book not found,,,,,,,,
9781370446810,book not found,,,,,,,,
9780679645443,book not found,,,,,,,,
9781101171226,book not found,,,,,,,,
9780141932408,book not found,,,,,,,,
9780571334667,book not found,,,,,,,,
9780060652951,book not found,,,,,,,,
9780755385775,book not found,,,,,,,,
9780230763197,book not found,,,,,,,,
9780751548303,book not found,,,,,,,,
9780241968673,book not found,,,,,,,,
9781311858375,book not found,,,,,,,,
9780241348413,book not found,,,,,,,,
9780307784346,book not found,,,,,,,,
9780241401453,book not found,,,,,,,,
9780525575290,book not found,,,,,,,,
9780983866541,book not found,,,,,,,,
9781118808085,book not found,,,,,,,,
9780446699310,book not found,,,,,,,,
9780752471372,book not found,,,,,,,,
9780141942414,book not found,,,,,,,,
9780241970324,book not found,,,,,,,,
9781407013152,book not found,,,,,,,,
9780141929859,book not found,,,,,,,,
9780571340309,book not found,,,,,,,,
9780748130467,book not found,,,,,,,,
9780743493529,book not found,,,,,,,,
9781407005355,book not found,,,,,,,,
9780141917672,book not found,,,,,,,,
9780755379309,book not found,,,,,,,,
9780571328505,book not found,,,,,,,,
9781407070254,book not found,,,,,,,,
9780995774452,book not found,,,,,,,,
9781407098012,book not found,,,,,,,,
9781405518499,book not found,,,,,,,,
9781119144762,book not found,,,,,,,,
9781328561763,book not found,,,,,,,,
9780141967479,book not found,,,,,,,,
9780807012444,book not found,,,,,,,,
9781105876677,book not found,,,,,,,,
9780297868125,book not found,,,,,,,,
9780230771253,book not found,,,,,,,,
9781407033839,book not found,,,,,,,,
9780748129331,book not found,,,,,,,,
9781405919203,book not found,,,,,,,,
9781118023709,book not found,,,,,,,,
9781416545484,book not found,,,,,,,,
9780749040567,book not found,,,,,,,,
9780795337192,book not found,,,,,,,,
9780755350728,book not found,,,,,,,,
9781322030517,book not found,,,,,,,,
9780997389999,book not found,,,,,,,,
9780241187821,book not found,,,,,,,,
9780812994896,book not found,,,,,,,,
9780857200259,book not found,,,,,,,,
9780716023302,book not found,,,,,,,,
9780765391360,Semiosis,Sue Burke,Paperback,4.99,,765391368,12th March 2019,Tor Books,336
9780297867340,book not found,,,,,,,,
9780755377824,book not found,,,,,,,,
9781407034843,book not found,,,,,,,,
9780755383832,book not found,,,,,,,,
9781101533079,book not found,,,,,,,,
9780786954377,book not found,,,,,,,,
9780156035422,book not found,,,,,,,,
9780785170150,book not found,,,,,,,,
9780571348404,book not found,,,,,,,,
9780753529065,The Tutor,Portia Da Costa,ePUB,14.99,,753529068,30th September 2010,Ebury Publishing,320
9780203414514,book not found,,,,,,,,
9780755120130,book not found,,,,,,,,
9780718183226,book not found,,,,,,,,
9780230739093,book not found,,,,,,,,
9780751565058,book not found,,,,,,,,
9780812986242,book not found,,,,,,,,
9780241962121,book not found,,,,,,,,
9780544114517,book not found,,,,,,,,
9780307386588,book not found,,,,,,,,
9780857076755,book not found,,,,,,,,
9780307762528,book not found,,,,,,,,
9780141952055,book not found,,,,,,,,
9780755350742,book not found,,,,,,,,
9781311018953,book not found,,,,,,,,
9780241970225,book not found,,,,,,,,
9780141971803,book not found,,,,,,,,
9781405909068,book not found,,,,,,,,
9780330508247,book not found,,,,,,,,
9780061980244,book not found,,,,,,,,
9781328710376,book not found,,,,,,,,
9780761176916,book not found,,,,,,,,
9780007320042,book not found,,,,,,,,
9781306023139,book not found,,,,,,,,
9780241304396,book not found,,,,,,,,
9780755372775,book not found,,,,,,,,
